영화명,달콤하다,신나다,유쾌하다,재미있다,즐겁다,통쾌하다,행복하다,활기있다,황홀하다,감격스럽다,감동적이다,경이롭다,굉장하다,놀라다,대단하다,환상적이다,평온하다,나른하다,지루하다,가슴아프다,서글프다,슬프다,쓸쓸하다,안타깝다,애석하다,격분하다,분노하다,구역질나다,불결하다,잔인하다,공포스럽다,등골이서늘하다,무섭다,무시무시하다,소름끼치다,오싹하다
해리포터와아즈카반의죄수,0.04,0,0,0.2,0.01,0,0.01,0.09,0.04,0.01,0.01,0.01,0.08,0.03,0.12,0.07,0.01,0,0.06,0,0.01,0,0.01,0.06,0.06,0.01,0.04,0,0,0.01,0,0.01,0,0,0,0.02
해리포터와죽음의성물-2부,0.03,0,0,0.12,0.01,0.01,0.02,0.03,0.02,0,0.05,0.01,0.04,0.02,0.18,0.03,0,0.01,0.03,0,0.01,0.05,0.02,0.15,0.02,0.01,0.06,0,0.01,0.02,0,0.01,0,0,0.01,0.01
해바라기,0.01,0,0,0.06,0.01,0.01,0.02,0.03,0.02,0.01,0.16,0.01,0.02,0.01,0.15,0.06,0.01,0.05,0.03,0.02,0,0.11,0,0.05,0.01,0.03,0.03,0,0.01,0.02,0,0,0,0,0.02,0
해부학교실,0,0,0,0.04,0.01,0,0,0.02,0.02,0,0,0,0.01,0.1,0.02,0.01,0,0.02,0.06,0,0.04,0,0.01,0.06,0.02,0.02,0.02,0,0.02,0.01,0.22,0.02,0.19,0.02,0.01,0.01
해운대,0.01,0,0,0.12,0.08,0.01,0.01,0.05,0.01,0.01,0.14,0,0.02,0.01,0.09,0.02,0.01,0.02,0.07,0,0,0.12,0.01,0.07,0.02,0.01,0.02,0,0.01,0.01,0,0.01,0.01,0,0,0.02
핸드폰,0,0,0.01,0.09,0.01,0.01,0.01,0.05,0.01,0,0.01,0.01,0.02,0.06,0.06,0.03,0,0.01,0.07,0.01,0,0.01,0.01,0.08,0.02,0.03,0.05,0,0.01,0.04,0.01,0.08,0.01,0,0.01,0.14
행복,0.01,0,0,0.01,0.01,0,0.17,0.03,0.15,0.02,0.06,0,0.01,0.01,0.03,0.02,0.01,0.03,0.07,0.06,0,0.12,0.02,0.05,0.03,0.02,0.03,0,0.01,0.02,0,0,0,0,0,0
행복을찾아서,0.01,0,0,0.01,0,0,0.24,0.06,0.02,0.01,0.21,0.01,0.01,0.01,0.07,0.03,0,0.03,0.07,0.01,0,0.08,0.01,0.03,0.02,0.01,0.02,0,0,0,0,0,0,0,0,0
향수,0,0,0,0.07,0.01,0,0,0.03,0.07,0,0.03,0.02,0.03,0.1,0.1,0.1,0,0.01,0.07,0.01,0,0.02,0.01,0.05,0.02,0.02,0.03,0.02,0.01,0.05,0.01,0.01,0.01,0,0.02,0.03
허브,0.02,0,0,0.05,0.06,0,0.01,0.03,0.05,0.02,0.19,0.01,0.01,0.01,0.07,0.02,0,0.05,0.04,0.02,0,0.25,0,0.03,0.01,0,0.01,0,0,0,0,0,0,0,0,0
헝거게임,0.01,0,0,0.12,0.02,0.01,0,0.13,0.02,0.01,0.02,0.01,0.01,0.03,0.06,0.05,0.01,0.02,0.1,0,0,0.01,0.01,0.08,0.03,0.02,0.04,0,0.02,0.05,0,0.07,0,0,0,0.04
헤어스프레이,0.04,0.23,0.13,0.09,0.1,0.01,0.01,0.03,0.02,0,0.03,0.01,0.01,0.01,0.07,0.03,0,0.01,0.09,0.01,0,0,0,0.03,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0
헨젤과그레텔,0.02,0,0,0.09,0,0,0.02,0.04,0.04,0.01,0.06,0.01,0.01,0.03,0.04,0.03,0,0.01,0.07,0.01,0.02,0.09,0.01,0.05,0.01,0.01,0.03,0,0.01,0.05,0.07,0.02,0.1,0,0.01,0.02
헬로우고스트,0.01,0,0,0.08,0.06,0,0.01,0.02,0.01,0.01,0.18,0,0.01,0.18,0.07,0.01,0,0.01,0.08,0,0,0.15,0,0.03,0.02,0.01,0.01,0,0,0,0,0,0,0.02,0,0
헬프,0.02,0,0.03,0.04,0.03,0.02,0.03,0.03,0.04,0.02,0.28,0,0.01,0.01,0.11,0.04,0.01,0.01,0.06,0.03,0,0.07,0,0.04,0.03,0.01,0.03,0,0.01,0,0,0,0,0,0,0
혈의누,0,0,0,0.05,0.01,0,0,0.05,0.01,0.01,0.01,0.01,0.02,0.08,0.07,0.03,0,0.01,0.04,0,0.01,0.02,0.01,0.06,0.03,0.02,0.02,0.01,0,0.26,0.01,0.03,0.03,0.01,0,0.1
혐오스런마츠코의일생,0.01,0,0.01,0.03,0.03,0,0.03,0.02,0.15,0.02,0.07,0.01,0.01,0.02,0.11,0.03,0,0,0.02,0.04,0.01,0.21,0.03,0.04,0.01,0.01,0.02,0,0,0.02,0,0,0,0,0,0.01
형사Duelist,0.01,0,0,0.03,0.02,0,0.01,0.03,0.14,0.01,0.03,0.01,0.01,0.03,0.07,0.09,0,0.01,0.08,0.01,0,0.05,0.01,0.09,0.04,0.06,0.08,0.01,0.04,0.01,0,0,0,0,0,0
호로비츠를위하여,0.02,0,0,0.04,0.03,0,0.02,0.04,0.06,0.02,0.33,0.01,0.02,0.01,0.08,0.04,0,0.06,0.03,0,0,0.1,0,0.05,0.01,0.01,0.01,0,0,0,0,0,0,0,0.01,0
호스텔,0,0,0,0.03,0.01,0.04,0,0.01,0,0,0,0,0.02,0.02,0.04,0.02,0,0,0.02,0.01,0.01,0,0,0.02,0,0.05,0.05,0.04,0.02,0.3,0.08,0.06,0.06,0.01,0.01,0.05
혹성탈출진화의시작,0.01,0,0,0.14,0.01,0,0,0.1,0.01,0.01,0.04,0.03,0.03,0.03,0.14,0.05,0,0.01,0.05,0.01,0.01,0.01,0.03,0.06,0.02,0.02,0.04,0,0.01,0.02,0.01,0.02,0.02,0,0.04,0.02
홀리데이,0,0,0,0.05,0.01,0,0.01,0.04,0.01,0.02,0.15,0.01,0.02,0.02,0.15,0.05,0.01,0.01,0.04,0.06,0,0.11,0,0.08,0.01,0.02,0.05,0.01,0.02,0.02,0,0.01,0,0,0.01,0
홍길동의후예,0.02,0.01,0.04,0.2,0.24,0.01,0,0.09,0.01,0,0.01,0,0.01,0.01,0.11,0.02,0.01,0.01,0.04,0,0,0,0,0.05,0.01,0.01,0.02,0,0.01,0,0,0.01,0,0,0,0.01
화려한휴가,0,0,0,0.03,0.02,0,0.02,0.02,0.01,0.02,0.1,0,0.01,0.01,0.05,0.01,0,0.01,0.04,0.09,0.01,0.23,0.01,0.06,0.02,0.03,0.06,0,0.03,0.1,0,0,0.01,0,0,0
화이트저주의멜로디,0,0.01,0,0.05,0.01,0,0,0.03,0.01,0,0,0,0.02,0.06,0.04,0,0.01,0.01,0.03,0,0.05,0,0,0.04,0.01,0.01,0.02,0,0.02,0.02,0.16,0.02,0.28,0.06,0.01,0.01
화이트칙스,0.02,0.01,0.07,0.18,0.38,0.02,0,0.02,0.01,0,0,0,0.03,0,0.09,0.01,0,0.01,0.04,0.01,0.01,0.01,0,0.03,0,0.01,0.02,0.01,0.01,0.01,0,0,0.01,0,0,0
화차,0.01,0,0,0.05,0,0,0.02,0.04,0.01,0.01,0.02,0.01,0.01,0.05,0.07,0.1,0,0.03,0.05,0.02,0.01,0.04,0.05,0.08,0.01,0.01,0.02,0,0.01,0.03,0.01,0.07,0.04,0,0.04,0.06
황금나침반,0.03,0,0,0.14,0.01,0,0,0.13,0.02,0,0.01,0,0.03,0.02,0.06,0.03,0.01,0.01,0.14,0,0,0,0.04,0.1,0.04,0.06,0.05,0,0.02,0,0,0.01,0,0,0,0.01
황진이,0.01,0,0,0.05,0.01,0,0.01,0.06,0.17,0.02,0.04,0.01,0.02,0.03,0.03,0.04,0.01,0.01,0.16,0.01,0,0.04,0.01,0.09,0.04,0.02,0.08,0,0.02,0,0,0.01,0,0,0,0
황후花,0,0,0,0.04,0.04,0,0,0.04,0.08,0,0.02,0.02,0.15,0.03,0.09,0.09,0,0.01,0.05,0.01,0,0.04,0.03,0.07,0.03,0.05,0.02,0,0.01,0.03,0,0.02,0,0,0,0.01
흡혈형사나도열,0.02,0,0.01,0.16,0.19,0,0,0.11,0.01,0,0.01,0,0.01,0.02,0.04,0.01,0,0.01,0.09,0,0,0.01,0.01,0.1,0.06,0.03,0.04,0,0.03,0,0,0,0,0,0,0
